,name,category_name,category,training_split
57,Olivia_Brushing_Hair_Playing_with_Evelyn_brush_hair_u_cm_np2_ri_goo_0,brush_hair,0,True
58,Prelinger_HabitPat1954_brush_hair_h_nm_np1_ba_med_2,brush_hair,0,False
59,Prelinger_HabitPat1954_brush_hair_h_nm_np1_fr_med_26,brush_hair,0,False
60,Prelinger_HabitPat1954_brush_hair_u_cm_np1_le_med_10,brush_hair,0,False
61,Prelinger_HabitPat1954_brush_hair_u_nm_np1_le_goo_11,brush_hair,0,False
62,Silky_Straight_Hair_Original_brush_hair_h_nm_np1_ba_goo_0,brush_hair,0,False
63,Silky_Straight_Hair_Original_brush_hair_h_nm_np1_ba_goo_1,brush_hair,0,False
64,Silky_Straight_Hair_Original_brush_hair_u_nm_np1_ba_goo_2,brush_hair,0,False
65,Slave_brush_my_hair_brush_hair_u_cm_np2_le_goo_1,brush_hair,0,True
66,Slave_brush_my_hair_brush_hair_u_cm_np2_le_goo_2,brush_hair,0,True
67,Trannydude___Brushing_SyntheticHair___OhNOES!__those_fukin_knots!_brush_hair_u_nm_np1_fr_goo_0,brush_hair,0,True
68,Trannydude___Brushing_SyntheticHair___OhNOES!__those_fukin_knots!_brush_hair_u_nm_np1_fr_goo_1,brush_hair,0,True
69,Trannydude___Brushing_SyntheticHair___OhNOES!__those_fukin_knots!_brush_hair_u_nm_np1_fr_goo_2,brush_hair,0,True
70,atempting_to_brush_my_hair_brush_hair_u_nm_np2_le_goo_0,brush_hair,0,True
71,atempting_to_brush_my_hair_brush_hair_u_nm_np2_le_goo_1,brush_hair,0,True
72,brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_0,brush_hair,0,True
73,brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_1,brush_hair,0,True
74,brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_2,brush_hair,0,True
75,brushing_hair_2_brush_hair_h_nm_np1_ba_med_0,brush_hair,0,True
76,brushing_hair_2_brush_hair_h_nm_np1_ba_med_1,brush_hair,0,True
77,brushing_hair_2_brush_hair_h_nm_np1_ba_med_2,brush_hair,0,True
78,brushing_hair_brush_hair_f_cm_np2_ri_goo_0,brush_hair,0,True
79,brushing_hair_brush_hair_f_nm_np2_ba_goo_2,brush_hair,0,True
80,brushing_hair_brush_hair_f_nm_np2_ba_goo_4,brush_hair,0,True
81,brushing_hair_brush_hair_f_nm_np2_ri_goo_1,brush_hair,0,True
82,brushing_hair_brush_hair_f_nm_np2_ri_goo_3,brush_hair,0,True
83,brushing_jrs_hair_brush_hair_u_cm_np2_le_goo_1,brush_hair,0,False
84,brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_0,brush_hair,0,True
85,brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_1,brush_hair,0,True
86,brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_2,brush_hair,0,True
87,can_somebody_just_brush_my_hair!_brush_hair_u_cm_np2_ri_med_0,brush_hair,0,True
88,indianrapunzels_com---silky_long_hair_brushing_brush_hair_u_cm_np2_fr_goo_0,brush_hair,0,True
89,indianrapunzels_com---silky_long_hair_brushing_brush_hair_u_cm_np2_ri_goo_1,brush_hair,0,True
90,long_hair_Christa__brush_hair_u_nm_np1_le_goo_0,brush_hair,0,True
91,me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_ba_goo_2,brush_hair,0,False
92,me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_fr_goo_0,brush_hair,0,False
93,me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_le_goo_1,brush_hair,0,False
94,me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_ri_goo_3,brush_hair,0,False
95,rebecca_golden_hair_brush_hair_h_nm_np1_ba_goo_0,brush_hair,0,True
96,red_head_brush_hair_u_cm_np1_fr_goo_1,brush_hair,0,False
97,red_head_brush_hair_u_cm_np1_le_goo_2,brush_hair,0,False
98,sarah_brushing_her_hair_brush_hair_h_cm_np1_ri_goo_0,brush_hair,0,True
99,sarah_brushing_her_hair_brush_hair_h_cm_np1_ri_goo_1,brush_hair,0,True
100,(Rad)Schlag_die_Bank!_cartwheel_f_cm_np1_le_med_0,cartwheel,1,True
101,Acrobacias_de_un_fenomeno_cartwheel_f_cm_np1_ba_bad_8,cartwheel,1,True
102,Acrobacias_de_un_fenomeno_cartwheel_f_cm_np1_fr_bad_3,cartwheel,1,True
103,Acrobacias_de_un_fenomeno_cartwheel_f_cm_np1_fr_bad_4,cartwheel,1,True
104,Acrobacias_de_un_fenomeno_cartwheel_f_cm_np1_fr_bad_5,cartwheel,1,True
105,Aerial_Cartwheel_Tutorial_By_Jujimufu_cartwheel_f_nm_np1_ri_med_0,cartwheel,1,False
106,Bayer__Meisterin_Teresa_Stadler_cartwheel_f_cm_np1_le_med_0,cartwheel,1,True
107,Bayer__Meisterin_Teresa_Stadler_cartwheel_f_cm_np1_le_med_2,cartwheel,1,True
108,Beim_Radschlag_Hose_gerissen_(Nick)_xD_cartwheel_f_cm_np1_ri_med_0,cartwheel,1,False
109,Boden_bung_Spoho_Eignungspr_fung_cartwheel_f_cm_np1_ri_med_2,cartwheel,1,True
110,Bodenturnen_2004_cartwheel_f_cm_np1_le_med_0,cartwheel,1,True
111,Bodenturnen_2004_cartwheel_f_cm_np1_le_med_4,cartwheel,1,True
112,Bodenturnen_2004_cartwheel_f_cm_np1_le_med_5,cartwheel,1,True
113,Bodenturnen_2004_cartwheel_f_cm_np1_ri_med_2,cartwheel,1,True
114,Bodenturnen_cartwheel_f_cm_np1_le_med_3,cartwheel,1,True
115,Bodenturnen_cartwheel_f_cm_np1_ri_med_2,cartwheel,1,True
116,Bodenturnen_cartwheel_f_cm_np1_ri_med_4,cartwheel,1,True
117,Bodenturnen_im_sportunterricht_cartwheel_f_cm_np1_ri_med_2,cartwheel,1,True
118,Bodenturnen_im_sportunterricht_cartwheel_f_cm_np1_ri_med_4,cartwheel,1,True
119,CarTwHeeL_PerFecT_cartwheel_f_cm_np1_le_med_0,cartwheel,1,False
120,Cartwheel_Competition_cartwheel_f_cm_np1_le_med_0,cartwheel,1,True
121,Cartwheel_Competition_cartwheel_f_cm_np1_le_med_2,cartwheel,1,True
122,Cartwheel_Competition_cartwheel_f_cm_np1_le_med_4,cartwheel,1,True
123,Cartwheel_Competition_cartwheel_f_cm_np1_ri_med_3,cartwheel,1,True
124,Cartwheel_Competition_cartwheel_f_cm_np1_ri_med_5,cartwheel,1,True
125,Cartwheel_Contest_cartwheel_f_cm_np1_fr_med_2,cartwheel,1,True
126,Cartwheel_Contest_cartwheel_f_cm_np1_fr_med_3,cartwheel,1,True
127,Cartwheel_Contest_cartwheel_f_cm_np1_fr_med_4,cartwheel,1,True
128,Cartwheel_Contest_cartwheel_f_cm_np2_fr_med_1,cartwheel,1,True
129,Charlottes_Brilliant_Roly_Poly__Handstand_Thingy_cartwheel_f_cm_np1_le_bad_1,cartwheel,1,False
130,DSHS_Pflicht_Bodenturnen_BAS_1_Bachelor_Spoho_cartwheel_f_cm_np1_ri_med_0,cartwheel,1,True
131,Ein_guter_Radschlag_cartwheel_f_cm_np1_ba_med_5,cartwheel,1,True
132,Ein_guter_Radschlag_cartwheel_f_nm_np1_ba_med_0,cartwheel,1,True
133,Ein_guter_Radschlag_cartwheel_f_nm_np1_ba_med_3,cartwheel,1,True
134,Ein_guter_Radschlag_cartwheel_f_nm_np1_le_med_2,cartwheel,1,True
135,Ein_guter_Radschlag_cartwheel_f_nm_np1_le_med_4,cartwheel,1,True
136,Estrela_mini_kelly_cartwheel_f_cm_np1_ri_med_0,cartwheel,1,True
137,Geena_und_die_Radschl_ge___;-)_cartwheel_f_cm_np1_fr_med_2,cartwheel,1,True
138,Geena_und_die_Radschl_ge___;-)_cartwheel_f_cm_np1_le_med_3,cartwheel,1,True
139,Geena_und_die_Radschl_ge___;-)_cartwheel_f_cm_np1_ri_med_0,cartwheel,1,True
140,Geena_und_die_Radschl_ge___;-)_cartwheel_f_cm_np1_ri_med_1,cartwheel,1,True
141,Gymnastics_-_How_to_Do_a_Perfect_Cartwheel_cartwheel_f_cm_np1_le_med_1,cartwheel,1,True
142,Gymnastics__-_Steps_to_Do_a_Cartwheel_cartwheel_f_nm_np1_le_med_0,cartwheel,1,False
143,Handstandk_nig_cartwheel_f_cm_np1_le_med_0,cartwheel,1,True
144,Handstandk_nig_cartwheel_f_cm_np1_ri_med_4,cartwheel,1,True
145,How_to_Do_an_Aerial_-_Aerial_vs__Cartwheel_cartwheel_f_cm_np1_le_med_0,cartwheel,1,True
146,How_to_Do_an_Aerial_-_Aerial_vs__Cartwheel_cartwheel_f_cm_np1_ri_med_1,cartwheel,1,True
147,How_to_do_a_Cartwheel_cartwheel_f_nm_np1_le_med_1,cartwheel,1,True
148,How_to_do_a_Cartwheel_cartwheel_f_nm_np1_le_med_2,cartwheel,1,True
149,Jennis_Bodenk_r_cartwheel_f_cm_np1_fr_med_3,cartwheel,1,True
150,Jessica_Heinz_-_Leverkusen_Cup_2006__floor_routine_cartwheel_f_cm_np1_le_med_5,cartwheel,1,True
151,Jessica_Heinz_-_Leverkusen_Cup_2006__floor_routine_cartwheel_f_cm_np1_ri_med_0,cartwheel,1,True
152,Jessica_Heinz_-_Leverkusen_Cup_2006__floor_routine_cartwheel_f_cm_np1_ri_med_4,cartwheel,1,True
153,Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_ba_med_1,cartwheel,1,False
154,Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_fr_med_3,cartwheel,1,False
155,Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_fr_med_5,cartwheel,1,False
156,Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_fr_med_6,cartwheel,1,False
157,Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_le_med_0,cartwheel,1,False
158,Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_le_med_4,cartwheel,1,False
159,Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_ri_med_2,cartwheel,1,False
160,Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_ri_med_7,cartwheel,1,False
161,Lynn_en_Chelsea_Turnen_cartwheel_f_cm_np2_le_med_0,cartwheel,1,False
162,Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_le_med_2,cartwheel,1,True
163,Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_ri_med_0,cartwheel,1,True
164,Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_ri_med_1,cartwheel,1,True
165,Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_ri_med_3,cartwheel,1,True
166,Monica_cartwheel_f_cm_np1_le_med_0,cartwheel,1,True
167,Monikas_Staatsexamen__Turnen_cartwheel_f_cm_np1_le_med_3,cartwheel,1,True
168,Monikas_Staatsexamen__Turnen_cartwheel_f_cm_np1_ri_med_4,cartwheel,1,True
169,Parada_de_mao_cartwheel_f_cm_np1_ba_med_1,cartwheel,1,False
170,Parada_de_mao_cartwheel_f_cm_np1_fr_med_2,cartwheel,1,False
171,Parada_de_mao_cartwheel_f_cm_np1_fr_med_3,cartwheel,1,False
172,Projekt_SPOHO_2008_-_27_02_08_-_Training-_Bodenk_r_3_cartwheel_f_cm_np1_le_med_3,cartwheel,1,True
173,Projekt_SPOHO_2008_-_27_02_08_-_Training-_Bodenk_r_4_cartwheel_f_cm_np1_ri_med_3,cartwheel,1,False
174,Rush_Hour_4_Turnk_r_cartwheel_f_cm_np1_le_med_3,cartwheel,1,True
175,Rush_Hour_4_Turnk_r_cartwheel_f_cm_np1_le_med_6,cartwheel,1,True
176,Sabine_en_Lieke_Turnen_3_cartwheel_f_cm_np2_fr_med_0,cartwheel,1,True
177,Simon_Bodenturnen_cartwheel_f_cm_np1_ba_med_2,cartwheel,1,True
178,Simon_Bodenturnen_cartwheel_f_cm_np1_fr_med_4,cartwheel,1,True
179,Turn_pr_fung_glaser_schule_cartwheel_f_cm_np1_le_med_4,cartwheel,1,True
180,Turn_pr_fung_glaser_schule_cartwheel_f_cm_np1_ri_med_3,cartwheel,1,True
181,Turnk_r_Pippi_Michel_cartwheel_f_cm_np2_le_med_6,cartwheel,1,True
182,Zwei_hoffnungslose_Pflegef_lle_beim_Turnen(Part2)_cartwheel_f_cm_np1_le_bad_0,cartwheel,1,False
183,Zwei_hoffnungslose_Pflegef_lle_beim_Turnen(Part4)_cartwheel_f_cm_np1_ri_bad_0,cartwheel,1,True
184,anna_turnen_cartwheel_f_cm_np1_le_bad_0,cartwheel,1,True
185,boden__bung_gaurunde_cartwheel_f_cm_np1_le_med_0,cartwheel,1,False
186,boden__bung_gaurunde_cartwheel_f_cm_np1_le_med_2,cartwheel,1,False
187,cartwheel_challange_cartwheel_f_cm_np2_le_med_0,cartwheel,1,False
188,cartwheel_challange_cartwheel_f_cm_np2_le_med_1,cartwheel,1,False
189,cartwheel_competition_43_year_old_vs__15_year_old_cartwheel_f_cm_np2_ri_med_0,cartwheel,1,False
190,cartwheels_in_heels_cartwheel_f_cm_np1_fr_med_0,cartwheel,1,True
191,gimnasia_cartwheel_f_cm_np1_le_med_3,cartwheel,1,True
192,how_to_do_a_cartwheel_cartwheel_f_cm_np1_ri_med_0,cartwheel,1,False
193,lea_kann_radschlag_cartwheel_f_cm_np1_ri_med_0,cartwheel,1,True
194,park_cartwheel_f_cm_np1_ba_med_0,cartwheel,1,True
195,turnles!!_cartwheel_f_cm_np1_ri_med_0,cartwheel,1,False
196,turnles!!_cartwheel_f_cm_np1_ri_med_1,cartwheel,1,False
197,turnles!!_cartwheel_f_cm_np1_ri_med_3,cartwheel,1,False
198,turnles!!_cartwheel_f_cm_np1_ri_med_4,cartwheel,1,False
199,turnles!!_cartwheel_f_cm_np1_ri_med_6,cartwheel,1,False
200,96-_Torwarttraining_1_catch_f_cm_np1_le_bad_0,catch,2,True
201,Ball_hochwerfen_-_Rolle_-_Ball_fangen_(Timo_3)_catch_f_cm_np1_le_goo_0,catch,2,True
202,Ball_hochwerfen_-_Rolle_-_Ball_fangen_(Timo_3)_catch_f_cm_np1_ri_med_1,catch,2,True
203,Ballfangen_catch_u_cm_np1_fr_goo_0,catch,2,True
204,Ballfangen_catch_u_cm_np1_fr_goo_1,catch,2,True
205,Ballfangen_catch_u_cm_np1_fr_goo_2,catch,2,True
206,Behinderten_Sport_part_2_catch_f_cm_np1_fr_bad_0,catch,2,True
207,Behinderten_Sport_part_2_catch_f_cm_np1_ri_bad_1,catch,2,True
208,Faith_Rewarded_catch_f_cm_np1_fr_med_10,catch,2,True
209,Fangen_und_Werfen_catch_u_nm_np1_fr_bad_0,catch,2,False
210,Finding_Forrester_3_catch_f_nm_np2_ba_med_7,catch,2,True
211,Finding_Forrester_3_catch_u_cm_np1_fr_goo_11,catch,2,True
212,Florian_Fromlowitz_beim_Training_der_U_21_Nationalmannschaft_catch_f_cm_np1_ri_med_0,catch,2,False
213,Florian_Fromlowitz_beim_Training_der_U_21_Nationalmannschaft_catch_f_cm_np1_ri_med_2,catch,2,False
214,Florian_Fromlowitz_beim_Training_der_U_21_Nationalmannschaft_catch_f_cm_np1_ri_med_4,catch,2,False
215,Florian_Fromlowitz_beim_Training_der_U_21_Nationalmannschaft_catch_u_cm_np1_le_med_1,catch,2,False
216,Florian_Fromlowitz_beim_Training_der_U_21_Nationalmannschaft_catch_u_cm_np1_le_med_3,catch,2,False
217,Florian_Fromlowitz_beim_Training_der_U_21_Nationalmannschaft_catch_u_cm_np1_le_med_5,catch,2,False
218,Frisbee_catch_f_cm_np1_fr_bad_2,catch,2,True
219,Frisbee_catch_f_cm_np1_ri_med_0,catch,2,True
220,Frisbee_catch_f_cm_np1_ri_med_1,catch,2,True
221,Goal_Keeping_Tips_catch_f_cm_np1_fr_med_0,catch,2,True
222,Goal_Keeping_Tips_catch_f_cm_np1_fr_med_2,catch,2,True
223,Goal_Keeping_Tips_catch_u_cm_np1_fr_med_1,catch,2,True
224,Goal_Keeping_Tips_catch_u_cm_np1_fr_med_3,catch,2,True
225,Goalkeeper_Training_Day_#_2_catch_f_cm_np1_ba_bad_3,catch,2,False
226,Goalkeeper_Training_Day_#_2_catch_f_cm_np1_ba_bad_4,catch,2,False
227,Goalkeeper_Training_Day_#_2_catch_f_cm_np1_ba_bad_5,catch,2,False
228,Goalkeeper_Training_Day_#_2_catch_f_cm_np1_fr_bad_0,catch,2,False
229,Goalkeeper_Training_Day_#_2_catch_f_cm_np1_fr_bad_1,catch,2,False
230,Goalkeeper_Training_Day_#_2_catch_f_cm_np1_fr_bad_2,catch,2,False
231,Goalkeeper_Training_Day_#_7_catch_f_cm_np1_ba_bad_2,catch,2,False
232,Goalkeeper_Training_Day_#_7_catch_f_cm_np1_le_bad_3,catch,2,False
233,Goalkeeper_Training_Day_#_7_catch_f_cm_np1_ri_med_0,catch,2,False
234,Goalkeeper_Training_Day_#_7_catch_f_cm_np1_ri_med_1,catch,2,False
235,Goalkeeper_Training_Day_#_7_catch_f_nm_np1_ri_bad_4,catch,2,False
236,Handball_Passtraining_in_der_Zweiergruppe_(1)_catch_f_cm_np1_le_med_0,catch,2,True
237,How_to_Play_Wide_Receiver_in_Football_-_How_to_Catch_a_High_Ball_in_Football_catch_f_nm_np1_ri_goo_0,catch,2,True
238,How_to_Play_Wide_Receiver_in_Football_-_How_to_Catch_a_High_Ball_in_Football_catch_f_nm_np1_ri_med_1,catch,2,True
239,Phillies_dad_catches_foul_ball_before_daughter_tosses_it_away_catch_f_cm_np1_ba_bad_0,catch,2,True
240,Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_ba_bad_7,catch,2,True
241,Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_ba_bad_8,catch,2,True
242,Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_fr_bad_3,catch,2,True
243,Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_fr_bad_5,catch,2,True
244,Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_fr_bad_6,catch,2,True
245,Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_le_bad_2,catch,2,True
246,Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_le_bad_4,catch,2,True
247,Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_le_med_1,catch,2,True
248,Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_u_cm_np1_fr_bad_0,catch,2,True
249,Torwartraining_TuS_Koblenz_11_08_09_catch_f_cm_np1_le_bad_1,catch,2,False
250,Torwartraining_TuS_Koblenz_11_08_09_catch_f_cm_np1_le_bad_2,catch,2,False
251,Torwartraining_TuS_Koblenz_11_08_09_catch_f_cm_np1_ri_bad_0,catch,2,False
252,Torwarttraining_-_Impressionen_vom_1__FFC_Frankfurt_catch_f_cm_np1_ri_med_0,catch,2,False
253,Torwarttraining_-_Impressionen_vom_1__FFC_Frankfurt_catch_f_cm_np1_ri_med_1,catch,2,False
254,Torwarttraining_-_Impressionen_vom_1__FFC_Frankfurt_catch_f_cm_np1_ri_med_2,catch,2,False
255,Torwarttraining_2_(_sterreich)_catch_f_cm_np1_ba_goo_0,catch,2,False
256,Torwarttraining_2_(_sterreich)_catch_f_cm_np1_ba_goo_1,catch,2,False
257,Torwarttraining_2_(_sterreich)_catch_f_cm_np1_ba_goo_2,catch,2,False
258,Torwarttraining_2_(_sterreich)_catch_f_cm_np1_le_med_3,catch,2,False
259,Torwarttraining_2_(_sterreich)_catch_f_cm_np1_le_med_4,catch,2,False
260,Torwarttraining_2_(_sterreich)_catch_f_cm_np1_le_med_5,catch,2,False
261,Torwarttraining_3_(_sterreich)_catch_f_nm_np1_fr_med_3,catch,2,True
262,Torwarttraining_3_(_sterreich)_catch_f_nm_np1_fr_med_4,catch,2,True
263,Torwarttraining_3_(_sterreich)_catch_f_nm_np1_fr_med_5,catch,2,True
264,Torwarttraining_3_(_sterreich)_catch_f_nm_np1_le_med_0,catch,2,True
265,Torwarttraining_3_(_sterreich)_catch_f_nm_np1_le_med_1,catch,2,True
266,Torwarttraining_3_(_sterreich)_catch_f_nm_np1_le_med_2,catch,2,True
267,Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_ba_med_0,catch,2,True
268,Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_ba_med_1,catch,2,True
269,Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_ba_med_2,catch,2,True
270,Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_le_med_3,catch,2,True
271,Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_le_med_6,catch,2,True
272,Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_le_med_8,catch,2,True
273,Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_ri_med_4,catch,2,True
274,Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_ri_med_5,catch,2,True
275,Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_ri_med_7,catch,2,True
276,Torwarttraining_catch_f_cm_np1_ba_bad_10,catch,2,True
277,Torwarttraining_catch_f_cm_np1_ba_bad_8,catch,2,True
278,Torwarttraining_catch_f_cm_np1_ba_bad_9,catch,2,True
279,Torwarttraining_catch_f_cm_np1_le_bad_11,catch,2,True
